time,voc_message
1765291779227856005,Temp: 30.50 °C  Hum: 62.64%  VOC: 43.11 kΩ
1765291780596767731,Temp: 30.50 °C  Hum: 62.64%  VOC: 42.98 kΩ
1765291781965987844,Temp: 30.51 °C  Hum: 62.64%  VOC: 43.20 kΩ
1765291783334936588,Temp: 30.51 °C  Hum: 62.62%  VOC: 43.02 kΩ
1765291784703903203,Temp: 30.51 °C  Hum: 62.62%  VOC: 43.20 kΩ
1765291786073392427,Temp: 30.51 °C  Hum: 62.62%  VOC: 43.56 kΩ
1765291787441888209,Temp: 30.51 °C  Hum: 62.60%  VOC: 43.75 kΩ
1765291788810990860,Temp: 30.51 °C  Hum: 62.57%  VOC: 44.17 kΩ
1765291790179934086,Temp: 30.51 °C  Hum: 62.57%  VOC: 44.12 kΩ
1765291791548881330,Temp: 30.51 °C  Hum: 62.54%  VOC: 44.50 kΩ
1765291792918238777,Temp: 30.51 °C  Hum: 62.53%  VOC: 44.88 kΩ
1765291794286860966,Temp: 30.51 °C  Hum: 62.52%  VOC: 45.37 kΩ
1765291795655948673,Temp: 30.51 °C  Hum: 62.52%  VOC: 45.97 kΩ
1765291797025095472,Temp: 30.51 °C  Hum: 62.51%  VOC: 46.12 kΩ
1765291798394057679,Temp: 30.51 °C  Hum: 62.52%  VOC: 46.49 kΩ
1765291799762873757,Temp: 30.51 °C  Hum: 62.50%  VOC: 46.75 kΩ
1765291801132000964,Temp: 30.51 °C  Hum: 62.52%  VOC: 46.80 kΩ
1765291802501323744,Temp: 30.51 °C  Hum: 62.52%  VOC: 46.95 kΩ
1765291803871002911,Temp: 30.51 °C  Hum: 62.52%  VOC: 47.11 kΩ
1765291805239124529,Temp: 30.51 °C  Hum: 62.51%  VOC: 47.49 kΩ
1765291806608772270,Temp: 30.51 °C  Hum: 62.49%  VOC: 47.85 kΩ
1765291807976984184,Temp: 30.51 °C  Hum: 62.49%  VOC: 48.15 kΩ
1765291809345835243,Temp: 30.51 °C  Hum: 62.48%  VOC: 48.29 kΩ
1765291810715250171,Temp: 30.51 °C  Hum: 62.48%  VOC: 48.60 kΩ
1765291812084387785,Temp: 30.51 °C  Hum: 62.48%  VOC: 49.00 kΩ
1765291813453288807,Temp: 30.51 °C  Hum: 62.47%  VOC: 49.38 kΩ
1765291814822293366,Temp: 30.51 °C  Hum: 62.44%  VOC: 49.76 kΩ
1765291816190973351,Temp: 30.51 °C  Hum: 62.45%  VOC: 50.06 kΩ
1765291817559973299,Temp: 30.51 °C  Hum: 62.43%  VOC: 50.40 kΩ
1765291818929367764,Temp: 30.51 °C  Hum: 62.43%  VOC: 50.92 kΩ
1765291820298197305,Temp: 30.51 °C  Hum: 62.39%  VOC: 51.43 kΩ
1765291821667220660,Temp: 30.51 °C  Hum: 62.38%  VOC: 51.81 kΩ
1765291823037022827,Temp: 30.51 °C  Hum: 62.37%  VOC: 52.14 kΩ
1765291824405164185,Temp: 30.51 °C  Hum: 62.37%  VOC: 52.27 kΩ
1765291825774133077,Temp: 30.51 °C  Hum: 62.39%  VOC: 52.27 kΩ
1765291827143320506,Temp: 30.51 °C  Hum: 62.37%  VOC: 52.30 kΩ
1765291828512413749,Temp: 30.51 °C  Hum: 62.38%  VOC: 52.40 kΩ
1765291829881563437,Temp: 30.51 °C  Hum: 62.40%  VOC: 52.87 kΩ
1765291831250959402,Temp: 30.51 °C  Hum: 62.35%  VOC: 53.07 kΩ
1765291832620502792,Temp: 30.51 °C  Hum: 62.35%  VOC: 53.10 kΩ
1765291833988561651,Temp: 30.52 °C  Hum: 62.35%  VOC: 53.27 kΩ
1765291835357152174,Temp: 30.52 °C  Hum: 62.36%  VOC: 53.48 kΩ
1765291836726612712,Temp: 30.52 °C  Hum: 62.35%  VOC: 53.51 kΩ
1765291838095680678,Temp: 30.52 °C  Hum: 62.35%  VOC: 53.65 kΩ
1765291839465124254,Temp: 30.52 °C  Hum: 62.35%  VOC: 53.82 kΩ
1765291840833411112,Temp: 30.52 °C  Hum: 62.33%  VOC: 54.03 kΩ
1765291842202165616,Temp: 30.52 °C  Hum: 62.34%  VOC: 54.00 kΩ
1765291843571384525,Temp: 30.52 °C  Hum: 62.33%  VOC: 54.14 kΩ
1765291844940396177,Temp: 30.52 °C  Hum: 62.34%  VOC: 53.89 kΩ
1765291846309709457,Temp: 30.53 °C  Hum: 62.34%  VOC: 53.93 kΩ
1765291847678698034,Temp: 30.53 °C  Hum: 62.37%  VOC: 53.76 kΩ
1765291849047577204,Temp: 30.53 °C  Hum: 62.37%  VOC: 53.69 kΩ
1765291850416354282,Temp: 30.53 °C  Hum: 62.38%  VOC: 53.79 kΩ
1765291851787137131,Temp: 30.53 °C  Hum: 62.38%  VOC: 54.10 kΩ
1765291853154542325,Temp: 30.53 °C  Hum: 62.36%  VOC: 54.14 kΩ
1765291854523818753,Temp: 30.53 °C  Hum: 62.36%  VOC: 54.53 kΩ
1765291855892720794,Temp: 30.53 °C  Hum: 62.34%  VOC: 54.60 kΩ
1765291857261345632,Temp: 30.53 °C  Hum: 62.34%  VOC: 54.71 kΩ
1765291858630658986,Temp: 30.53 °C  Hum: 62.34%  VOC: 55.15 kΩ
1765291859999583823,Temp: 30.53 °C  Hum: 62.33%  VOC: 55.11 kΩ
1765291861368559011,Temp: 30.54 °C  Hum: 62.33%  VOC: 55.48 kΩ
1765291862738917602,Temp: 30.54 °C  Hum: 62.32%  VOC: 55.55 kΩ
1765291864106893720,Temp: 30.54 °C  Hum: 62.32%  VOC: 55.89 kΩ
1765291865475867057,Temp: 30.54 °C  Hum: 62.32%  VOC: 55.59 kΩ
1765291866844776245,Temp: 30.54 °C  Hum: 62.32%  VOC: 55.48 kΩ
1765291868213788452,Temp: 30.54 °C  Hum: 62.32%  VOC: 55.59 kΩ
1765291869582902789,Temp: 30.54 °C  Hum: 62.34%  VOC: 55.29 kΩ
1765291870953232787,Temp: 30.54 °C  Hum: 62.34%  VOC: 55.33 kΩ
1765291872320978702,Temp: 30.54 °C  Hum: 62.35%  VOC: 54.96 kΩ
1765291873689858817,Temp: 30.55 °C  Hum: 62.34%  VOC: 55.04 kΩ
1765291875058644043,Temp: 30.55 °C  Hum: 62.34%  VOC: 55.63 kΩ
1765291876427877805,Temp: 30.55 °C  Hum: 62.32%  VOC: 55.92 kΩ
1765291877797600806,Temp: 30.55 °C  Hum: 62.30%  VOC: 56.00 kΩ
1765291879166132477,Temp: 30.55 °C  Hum: 62.29%  VOC: 56.23 kΩ
1765291880535777849,Temp: 30.55 °C  Hum: 62.27%  VOC: 56.69 kΩ
1765291881904263298,Temp: 30.55 °C  Hum: 62.27%  VOC: 56.57 kΩ
1765291883272895784,Temp: 30.55 °C  Hum: 62.25%  VOC: 56.50 kΩ
1765291884642110416,Temp: 30.55 °C  Hum: 62.26%  VOC: 56.61 kΩ
1765291886011502103,Temp: 30.55 °C  Hum: 62.25%  VOC: 56.53 kΩ
1765291887380273311,Temp: 30.55 °C  Hum: 62.27%  VOC: 56.77 kΩ
1765291888749379962,Temp: 30.55 °C  Hum: 62.27%  VOC: 57.00 kΩ
1765291890117859171,Temp: 30.55 °C  Hum: 62.25%  VOC: 57.00 kΩ
1765291891487066747,Temp: 30.55 °C  Hum: 62.27%  VOC: 57.16 kΩ
1765291892856140584,Temp: 30.56 °C  Hum: 62.26%  VOC: 56.69 kΩ
1765291894225196364,Temp: 30.56 °C  Hum: 62.25%  VOC: 56.65 kΩ
1765291895594054331,Temp: 30.56 °C  Hum: 62.27%  VOC: 56.73 kΩ
1765291896963614981,Temp: 30.56 °C  Hum: 62.27%  VOC: 56.65 kΩ
