time,voc_message
1765296996548321940,Temp: 30.93 °C  Hum: 64.73%  VOC: 28.21 kΩ
1765296997917630183,Temp: 30.94 °C  Hum: 64.73%  VOC: 28.67 kΩ
1765296999286527964,Temp: 30.94 °C  Hum: 64.70%  VOC: 28.93 kΩ
1765297000655429949,Temp: 30.94 °C  Hum: 64.68%  VOC: 28.91 kΩ
1765297002024093991,Temp: 30.94 °C  Hum: 64.67%  VOC: 29.19 kΩ
1765297003393006828,Temp: 30.94 °C  Hum: 64.66%  VOC: 28.97 kΩ
1765297004762499089,Temp: 30.94 °C  Hum: 64.67%  VOC: 28.21 kΩ
1765297006131568018,Temp: 30.94 °C  Hum: 64.66%  VOC: 26.75 kΩ
1765297007500472318,Temp: 30.94 °C  Hum: 64.65%  VOC: 26.52 kΩ
1765297008869610006,Temp: 30.94 °C  Hum: 64.66%  VOC: 26.38 kΩ
1765297010238075382,Temp: 30.95 °C  Hum: 64.66%  VOC: 26.18 kΩ
1765297011607355310,Temp: 30.95 °C  Hum: 64.67%  VOC: 25.97 kΩ
1765297012976244777,Temp: 30.95 °C  Hum: 64.67%  VOC: 27.46 kΩ
1765297014345319224,Temp: 30.95 °C  Hum: 64.67%  VOC: 28.67 kΩ
1765297015714435875,Temp: 30.95 °C  Hum: 64.68%  VOC: 28.79 kΩ
1765297017083701359,Temp: 30.95 °C  Hum: 64.67%  VOC: 28.30 kΩ
